SEMANTICS;P_PARTIAL;NOISE;RATIO_CONFIG;NFILES_POS;N_RUNS;MEAN_MCC_FULL;MEAN_MCC_HARD;MEAN_DELTA
PRF;0.5;0.0;1;20;5;0.9843;0.9454;-0.0389
PRF;0.5;0.0;1;30;5;1.0000;1.0000;+0.0000
PRF;0.5;0.0;1;40;5;1.0000;1.0000;+0.0000
PRF;0.5;0.0;1;60;5;0.9940;0.9940;+0.0000
PRF;0.5;0.0;1;80;5;1.0000;1.0000;+0.0000
PRF;0.5;0.0;40pos;16;5;0.9960;0.9960;+0.0000
PRF;0.5;0.0;40pos;24;5;1.0000;1.0000;+0.0000
PRF;0.5;0.0;40pos;32;5;1.0000;1.0000;+0.0000
PRF;0.5;0.0;40pos;48;5;1.0000;1.0000;+0.0000
PRF;0.5;0.0;40pos;64;5;1.0000;1.0000;+0.0000
PRF;0.5;0.0;40pos;8;5;0.9769;0.9575;-0.0194
PRF;0.5;0.0;60pos;12;5;0.9588;0.8638;-0.0950
PRF;0.5;0.0;60pos;24;5;0.9704;0.9115;-0.0589
PRF;0.5;0.0;60pos;36;5;0.9901;0.9843;-0.0058
PRF;0.5;0.0;60pos;48;5;0.9921;0.9921;+0.0000
PRF;0.5;0.0;60pos;72;5;1.0000;1.0000;+0.0000
PRF;0.5;0.0;60pos;96;5;1.0000;1.0000;+0.0000
PRF;0.5;0.1;1;10;5;0.8386;0.7587;-0.0798
PRF;0.5;0.1;1;20;5;0.9032;0.8886;-0.0146
PRF;0.5;0.1;1;30;5;0.9801;0.9540;-0.0262
PRF;0.5;0.1;1;40;5;0.9781;0.9721;-0.0059
PRF;0.5;0.1;1;60;5;0.9861;0.9822;-0.0039
PRF;0.5;0.1;1;80;5;0.9861;0.9781;-0.0080
PRF;0.5;0.1;40pos;16;5;0.9646;0.9545;-0.0100
PRF;0.5;0.1;40pos;24;5;0.9701;0.9140;-0.0561
PRF;0.5;0.1;40pos;32;4;0.7430;0.7351;-0.0079
PRF;0.5;0.1;40pos;48;3;0.8736;0.8736;+0.0000
PRF;0.5;0.1;40pos;64;5;0.9861;0.9861;+0.0000
PRF;0.5;0.1;40pos;8;5;0.7866;0.6143;-0.1723
PRF;0.5;0.1;60pos;12;4;0.6436;0.5084;-0.1351
PRF;0.5;0.1;60pos;24;5;0.9527;0.8311;-0.1215
PRF;0.5;0.1;60pos;36;5;0.9661;0.8880;-0.0781
PRF;0.5;0.1;60pos;48;5;0.9801;0.9681;-0.0120
PRF;0.5;0.1;60pos;72;5;0.9821;0.9745;-0.0076
PRF;0.5;0.1;60pos;96;5;0.9761;0.9630;-0.0132
PRF;0.5;0.2;1;10;5;0.5514;0.4703;-0.0811
PRF;0.5;0.2;1;20;5;0.5581;0.5779;+0.0198
PRF;0.5;0.2;1;30;5;0.6832;0.6390;-0.0442
PRF;0.5;0.2;1;40;5;0.7659;0.7884;+0.0225
PRF;0.5;0.2;1;60;1;0.9802;0.9802;+0.0000
PRF;0.5;0.2;40pos;16;5;0.6801;0.6661;-0.0140
PRF;0.5;0.2;40pos;24;5;0.9841;0.9724;-0.0117
PRF;0.5;0.2;40pos;32;5;0.8108;0.7827;-0.0281
PRF;0.5;0.2;40pos;48;2;0.9551;0.8936;-0.0615
PRF;0.5;0.2;40pos;64;1;0.9900;0.9900;+0.0000
PRF;0.5;0.2;40pos;8;5;0.2696;0.2767;+0.0072
PRF;0.5;0.2;60pos;12;5;0.4913;0.4594;-0.0318
PRF;0.5;0.2;60pos;24;5;0.4751;0.4698;-0.0052
PRF;0.5;0.2;60pos;36;5;0.5426;0.5418;-0.0008
PRF;0.5;0.2;60pos;48;4;0.9602;0.9435;-0.0167
PRF;0.5;0.2;60pos;72;3;0.8672;0.7803;-0.0869
PRF;0.5;0.2;60pos;96;2;0.9850;0.9705;-0.0145
PRF;0.75;0.0;1;10;5;0.9606;0.9067;-0.0539
PRF;0.75;0.0;1;20;5;0.9881;0.9881;+0.0000
PRF;0.75;0.0;1;30;5;0.9841;0.9743;-0.0099
PRF;0.75;0.0;1;40;5;0.9940;0.9940;+0.0000
PRF;0.75;0.0;1;60;5;0.9980;0.9980;+0.0000
PRF;0.75;0.0;1;80;5;1.0000;1.0000;+0.0000
PRF;0.75;0.0;40pos;16;5;0.9625;0.8941;-0.0684
PRF;0.75;0.0;40pos;24;5;0.9881;0.9881;+0.0000
PRF;0.75;0.0;40pos;32;5;0.9901;0.9901;+0.0000
PRF;0.75;0.0;40pos;48;5;0.9940;0.9940;+0.0000
PRF;0.75;0.0;40pos;64;5;0.9980;0.9980;+0.0000
PRF;0.75;0.0;40pos;8;5;0.9536;0.8766;-0.0770
PRF;0.75;0.0;60pos;12;5;0.9652;0.9378;-0.0275
PRF;0.75;0.0;60pos;24;5;0.9881;0.9608;-0.0274
PRF;0.75;0.0;60pos;36;5;0.9802;0.9670;-0.0132
PRF;0.75;0.0;60pos;48;5;0.9862;0.9603;-0.0258
PRF;0.75;0.0;60pos;72;5;0.9980;0.9980;+0.0000
PRF;0.75;0.0;60pos;96;5;0.9840;0.9762;-0.0079
PRF;0.75;0.1;1;10;5;0.9801;0.9241;-0.0560
PRF;0.75;0.1;1;20;5;0.9605;0.8675;-0.0930
PRF;0.75;0.1;1;30;5;0.9742;0.9586;-0.0156
PRF;0.75;0.1;1;40;5;0.9702;0.9565;-0.0137
PRF;0.75;0.1;1;60;5;0.9740;0.9662;-0.0079
PRF;0.75;0.1;1;80;4;0.9726;0.9368;-0.0358
PRF;0.75;0.1;40pos;16;5;0.8929;0.8081;-0.0848
PRF;0.75;0.1;40pos;24;5;0.9664;0.9304;-0.0360
PRF;0.75;0.1;40pos;32;5;0.9641;0.9197;-0.0444
PRF;0.75;0.1;40pos;48;5;0.9740;0.9664;-0.0076
PRF;0.75;0.1;40pos;64;5;0.9701;0.9782;+0.0080
PRF;0.75;0.1;40pos;8;5;0.8905;0.8063;-0.0842
PRF;0.75;0.1;60pos;12;5;0.9146;0.8740;-0.0406
PRF;0.75;0.1;60pos;24;5;0.8459;0.7892;-0.0568
PRF;0.75;0.1;60pos;36;5;0.9461;0.9129;-0.0332
PRF;0.75;0.1;60pos;48;5;0.9701;0.9008;-0.0693
PRF;0.75;0.1;60pos;72;5;0.9821;0.9608;-0.0213
PRF;0.75;0.1;60pos;96;5;0.9740;0.9681;-0.0059
PRF;0.75;0.2;1;10;5;0.8790;0.8679;-0.0111
PRF;0.75;0.2;1;20;5;0.9226;0.8737;-0.0489
PRF;0.75;0.2;1;30;5;0.8572;0.7771;-0.0802
PRF;0.75;0.2;1;40;5;0.9645;0.9179;-0.0466
PRF;0.75;0.2;1;60;5;0.9531;0.8879;-0.0652
PRF;0.75;0.2;1;80;5;0.9821;0.9573;-0.0248
PRF;0.75;0.2;40pos;16;5;0.9212;0.9257;+0.0045
PRF;0.75;0.2;40pos;24;5;0.5941;0.5953;+0.0011
PRF;0.75;0.2;40pos;32;5;0.9373;0.8911;-0.0463
PRF;0.75;0.2;40pos;48;5;0.9761;0.9457;-0.0304
PRF;0.75;0.2;40pos;64;5;0.9603;0.9606;+0.0002
PRF;0.75;0.2;40pos;8;5;0.6689;0.6393;-0.0296
PRF;0.75;0.2;60pos;12;5;0.6791;0.6126;-0.0664
PRF;0.75;0.2;60pos;24;5;0.8425;0.7330;-0.1095
PRF;0.75;0.2;60pos;36;5;0.8968;0.8102;-0.0867
PRF;0.75;0.2;60pos;48;5;0.9387;0.8704;-0.0683
PRF;0.75;0.2;60pos;72;4;0.9727;0.9561;-0.0166
PRF;0.75;0.2;60pos;96;5;0.9492;0.8671;-0.0820
PRF;1.0;0.0;1;10;5;0.8802;0.7442;-0.1360
PRF;1.0;0.0;1;20;5;0.9593;0.8798;-0.0795
PRF;1.0;0.0;1;30;5;0.9683;0.9350;-0.0333
PRF;1.0;0.0;1;40;5;0.9823;0.9434;-0.0389
PRF;1.0;0.0;1;60;5;0.9723;0.9307;-0.0416
PRF;1.0;0.0;1;80;5;0.9802;0.9670;-0.0132
PRF;1.0;0.0;40pos;16;5;0.9822;0.9745;-0.0077
PRF;1.0;0.0;40pos;24;5;0.9742;0.9607;-0.0136
PRF;1.0;0.0;40pos;32;5;0.9921;0.9921;+0.0000
PRF;1.0;0.0;40pos;48;5;0.9861;0.9861;+0.0000
PRF;1.0;0.0;40pos;64;5;0.9881;0.9881;+0.0000
PRF;1.0;0.0;40pos;8;5;0.9478;0.9107;-0.0372
PRF;1.0;0.0;60pos;12;5;0.8840;0.7839;-0.1002
PRF;1.0;0.0;60pos;24;5;0.9234;0.8468;-0.0766
PRF;1.0;0.0;60pos;36;5;0.9781;0.9256;-0.0525
PRF;1.0;0.0;60pos;48;5;0.9645;0.9068;-0.0577
PRF;1.0;0.0;60pos;72;5;0.9764;0.9430;-0.0334
PRF;1.0;0.0;60pos;96;5;0.9820;0.9742;-0.0079
PRF;1.0;0.1;1;10;5;0.8541;0.7827;-0.0714
PRF;1.0;0.1;1;20;5;0.9081;0.8621;-0.0460
PRF;1.0;0.1;1;30;5;0.9202;0.7732;-0.1471
PRF;1.0;0.1;1;40;5;0.9471;0.8876;-0.0595
PRF;1.0;0.1;1;60;5;0.9583;0.8968;-0.0615
PRF;1.0;0.1;1;80;5;0.9525;0.9098;-0.0428
PRF;1.0;0.1;40pos;16;5;0.9724;0.9172;-0.0552
PRF;1.0;0.1;40pos;24;5;0.8821;0.7517;-0.1303
PRF;1.0;0.1;40pos;32;5;0.9644;0.8890;-0.0753
PRF;1.0;0.1;40pos;48;5;0.9721;0.9558;-0.0163
PRF;1.0;0.1;40pos;64;5;0.9683;0.9534;-0.0149
PRF;1.0;0.1;40pos;8;5;0.8460;0.7579;-0.0880
PRF;1.0;0.1;60pos;12;5;0.8068;0.7324;-0.0745
PRF;1.0;0.1;60pos;24;5;0.9420;0.8999;-0.0421
PRF;1.0;0.1;60pos;36;5;0.8788;0.8234;-0.0554
PRF;1.0;0.1;60pos;48;5;0.9665;0.9042;-0.0622
PRF;1.0;0.1;60pos;72;5;0.9333;0.8017;-0.1316
PRF;1.0;0.1;60pos;96;5;0.9528;0.9365;-0.0163
PRF;1.0;0.2;1;10;5;0.7955;0.7025;-0.0930
PRF;1.0;0.2;1;20;5;0.9253;0.8043;-0.1210
PRF;1.0;0.2;1;30;5;0.9074;0.8239;-0.0834
PRF;1.0;0.2;1;40;5;0.9682;0.9041;-0.0641
PRF;1.0;0.2;1;60;5;0.9198;0.8175;-0.1023
PRF;1.0;0.2;1;80;5;0.9351;0.8618;-0.0733
PRF;1.0;0.2;40pos;16;5;0.8705;0.7876;-0.0828
PRF;1.0;0.2;40pos;24;5;0.7858;0.6944;-0.0914
PRF;1.0;0.2;40pos;32;5;0.8841;0.8472;-0.0369
PRF;1.0;0.2;40pos;48;5;0.9048;0.8431;-0.0617
PRF;1.0;0.2;40pos;64;5;0.9371;0.8167;-0.1204
PRF;1.0;0.2;40pos;8;5;0.9014;0.7416;-0.1598
PRF;1.0;0.2;60pos;12;5;0.8623;0.7273;-0.1350
PRF;1.0;0.2;60pos;24;5;0.8414;0.8238;-0.0176
PRF;1.0;0.2;60pos;36;5;0.8737;0.7365;-0.1372
PRF;1.0;0.2;60pos;48;5;0.9026;0.8841;-0.0185
PRF;1.0;0.2;60pos;72;5;0.9352;0.8746;-0.0606
PRF;1.0;0.2;60pos;96;5;0.9447;0.8698;-0.0749
STB;0.5;0.0;1;10;5;0.9476;0.9094;-0.0381
STB;0.5;0.0;1;20;5;0.9769;0.9377;-0.0393
STB;0.5;0.0;1;30;5;1.0000;1.0000;+0.0000
STB;0.5;0.0;1;40;5;1.0000;1.0000;+0.0000
STB;0.5;0.0;1;60;5;1.0000;1.0000;+0.0000
STB;0.5;0.0;1;80;5;0.9980;0.9960;-0.0020
STB;0.5;0.0;40pos;16;5;1.0000;1.0000;+0.0000
STB;0.5;0.0;40pos;24;5;0.9980;0.9960;-0.0020
STB;0.5;0.0;40pos;32;5;1.0000;1.0000;+0.0000
STB;0.5;0.0;40pos;48;5;1.0000;1.0000;+0.0000
STB;0.5;0.0;40pos;64;5;1.0000;1.0000;+0.0000
STB;0.5;0.0;40pos;8;5;0.9767;0.9442;-0.0325
STB;0.5;0.0;60pos;12;5;0.9921;0.9305;-0.0616
STB;0.5;0.0;60pos;24;5;0.9690;0.9097;-0.0593
STB;0.5;0.0;60pos;36;5;1.0000;1.0000;+0.0000
STB;0.5;0.0;60pos;48;5;0.9846;0.9809;-0.0037
STB;0.5;0.0;60pos;72;5;1.0000;1.0000;+0.0000
STB;0.5;0.0;60pos;96;5;1.0000;1.0000;+0.0000
STB;0.5;0.1;1;10;5;0.8162;0.7800;-0.0363
STB;0.5;0.1;1;20;5;0.9465;0.8787;-0.0678
STB;0.5;0.1;1;30;4;0.9733;0.9553;-0.0179
STB;0.5;0.1;1;40;5;0.9940;0.9805;-0.0135
STB;0.5;0.1;1;60;5;0.9921;0.9883;-0.0038
STB;0.5;0.1;1;80;4;0.9877;0.9712;-0.0165
STB;0.5;0.1;40pos;16;5;0.7482;0.6925;-0.0557
STB;0.5;0.1;40pos;24;5;0.8631;0.8631;+0.0000
STB;0.5;0.1;40pos;32;5;0.9363;0.9350;-0.0013
STB;0.5;0.1;40pos;48;3;0.9901;0.9967;+0.0065
STB;0.5;0.1;40pos;64;4;0.9975;0.9852;-0.0123
STB;0.5;0.1;40pos;8;5;0.6877;0.5818;-0.1059
STB;0.5;0.1;60pos;12;5;0.8828;0.8695;-0.0133
STB;0.5;0.1;60pos;24;5;0.9940;0.9559;-0.0381
STB;0.5;0.1;60pos;36;5;0.9771;0.9623;-0.0148
STB;0.5;0.1;60pos;48;5;0.9940;0.9712;-0.0229
STB;0.5;0.1;60pos;72;5;1.0000;0.9863;-0.0137
STB;0.5;0.1;60pos;96;5;0.9960;1.0000;+0.0040
STB;0.5;0.2;1;10;5;0.6090;0.5766;-0.0324
STB;0.5;0.2;1;20;5;0.4923;0.4626;-0.0296
STB;0.5;0.2;1;30;4;0.4983;0.4444;-0.0539
STB;0.5;0.2;1;40;5;0.6043;0.5863;-0.0180
STB;0.5;0.2;1;60;2;1.0000;1.0000;+0.0000
STB;0.5;0.2;1;80;1;1.0000;1.0000;+0.0000
STB;0.5;0.2;40pos;16;5;0.3979;0.3145;-0.0834
STB;0.5;0.2;40pos;24;5;0.8497;0.8580;+0.0083
STB;0.5;0.2;40pos;32;5;0.7210;0.7392;+0.0181
STB;0.5;0.2;40pos;48;3;0.9675;0.8785;-0.0890
STB;0.5;0.2;40pos;64;1;0.9704;0.9704;+0.0000
STB;0.5;0.2;40pos;8;5;0.7050;0.7359;+0.0309
STB;0.5;0.2;60pos;12;5;0.7478;0.7065;-0.0413
STB;0.5;0.2;60pos;24;5;0.8134;0.7275;-0.0859
STB;0.5;0.2;60pos;36;5;0.8035;0.7184;-0.0850
STB;0.5;0.2;60pos;48;4;0.7597;0.7548;-0.0048
STB;0.5;0.2;60pos;72;4;0.7915;0.7915;+0.0000
STB;0.5;0.2;60pos;96;3;0.9743;0.9499;-0.0244
STB;0.75;0.0;1;10;5;0.9735;0.9325;-0.0410
STB;0.75;0.0;1;20;5;1.0000;0.9827;-0.0173
STB;0.75;0.0;1;30;5;0.9940;0.9460;-0.0480
STB;0.75;0.0;1;40;5;1.0000;0.9827;-0.0173
STB;0.75;0.0;1;60;5;1.0000;1.0000;+0.0000
STB;0.75;0.0;1;80;5;1.0000;1.0000;+0.0000
STB;0.75;0.0;40pos;16;5;0.9846;0.9809;-0.0037
STB;0.75;0.0;40pos;24;5;0.9960;0.9827;-0.0133
STB;0.75;0.0;40pos;32;5;0.9960;0.9827;-0.0133
STB;0.75;0.0;40pos;48;5;0.9980;0.9827;-0.0153
STB;0.75;0.0;40pos;64;5;1.0000;1.0000;+0.0000
STB;0.75;0.0;40pos;8;5;0.9600;0.8700;-0.0900
STB;0.75;0.0;60pos;12;5;0.9321;0.8742;-0.0579
STB;0.75;0.0;60pos;24;5;1.0000;1.0000;+0.0000
STB;0.75;0.0;60pos;36;5;0.9689;0.9376;-0.0314
STB;0.75;0.0;60pos;48;5;1.0000;1.0000;+0.0000
STB;0.75;0.0;60pos;72;5;1.0000;1.0000;+0.0000
STB;0.75;0.0;60pos;96;5;0.9809;0.9549;-0.0260
STB;0.75;0.1;1;10;5;0.6212;0.5367;-0.0845
STB;0.75;0.1;1;20;5;0.9691;0.9075;-0.0616
STB;0.75;0.1;1;30;5;0.9650;0.9144;-0.0506
STB;0.75;0.1;1;40;5;0.9863;0.9655;-0.0209
STB;0.75;0.1;1;60;5;0.9827;0.9324;-0.0504
STB;0.75;0.1;1;80;5;0.9785;0.9507;-0.0278
STB;0.75;0.1;40pos;16;5;0.9862;0.9481;-0.0382
STB;0.75;0.1;40pos;24;5;0.9733;0.9415;-0.0319
STB;0.75;0.1;40pos;32;5;0.9650;0.8929;-0.0720
STB;0.75;0.1;40pos;48;5;0.9803;0.9383;-0.0420
STB;0.75;0.1;40pos;64;5;0.9764;0.9339;-0.0425
STB;0.75;0.1;40pos;8;5;0.8527;0.7437;-0.1090
STB;0.75;0.1;60pos;12;5;0.6842;0.6346;-0.0495
STB;0.75;0.1;60pos;24;5;0.9709;0.9484;-0.0225
STB;0.75;0.1;60pos;36;5;0.9671;0.9047;-0.0624
STB;0.75;0.1;60pos;48;5;0.9902;0.9755;-0.0147
STB;0.75;0.1;60pos;72;5;0.9901;0.9360;-0.0541
STB;0.75;0.1;60pos;96;5;0.9717;0.9645;-0.0072
STB;0.75;0.2;1;10;5;0.7559;0.6716;-0.0843
STB;0.75;0.2;1;20;5;0.8112;0.7972;-0.0140
STB;0.75;0.2;1;30;5;0.8390;0.7624;-0.0766
STB;0.75;0.2;1;40;5;0.9417;0.9492;+0.0075
STB;0.75;0.2;1;60;5;0.9609;0.9354;-0.0255
STB;0.75;0.2;1;80;5;0.9825;0.9708;-0.0117
STB;0.75;0.2;40pos;16;5;0.8198;0.7991;-0.0207
STB;0.75;0.2;40pos;24;5;0.9458;0.9173;-0.0285
STB;0.75;0.2;40pos;32;5;0.8951;0.8766;-0.0185
STB;0.75;0.2;40pos;48;5;0.9137;0.8925;-0.0212
STB;0.75;0.2;40pos;64;5;0.9202;0.8505;-0.0697
STB;0.75;0.2;40pos;8;5;0.5743;0.6319;+0.0576
STB;0.75;0.2;60pos;12;5;0.7971;0.7733;-0.0238
STB;0.75;0.2;60pos;24;5;0.9316;0.8832;-0.0484
STB;0.75;0.2;60pos;36;5;0.9113;0.8171;-0.0942
STB;0.75;0.2;60pos;48;5;0.8973;0.8289;-0.0684
STB;0.75;0.2;60pos;72;5;0.9236;0.8497;-0.0739
STB;0.75;0.2;60pos;96;5;0.9318;0.8870;-0.0448
STB;1.0;0.0;1;10;5;0.9358;0.8241;-0.1117
STB;1.0;0.0;1;20;5;0.9960;0.9827;-0.0133
STB;1.0;0.0;1;30;5;0.9824;0.9335;-0.0489
STB;1.0;0.0;1;40;5;0.9690;0.9374;-0.0316
STB;1.0;0.0;1;60;5;1.0000;1.0000;+0.0000
STB;1.0;0.0;1;80;5;0.9922;0.9633;-0.0289
STB;1.0;0.0;40pos;16;5;0.9901;0.9477;-0.0424
STB;1.0;0.0;40pos;24;5;1.0000;1.0000;+0.0000
STB;1.0;0.0;40pos;32;5;0.9901;0.9692;-0.0209
STB;1.0;0.0;40pos;48;5;1.0000;1.0000;+0.0000
STB;1.0;0.0;40pos;64;5;0.9922;0.9633;-0.0289
STB;1.0;0.0;40pos;8;5;0.9674;0.9394;-0.0280
STB;1.0;0.0;60pos;12;5;0.8980;0.8308;-0.0672
STB;1.0;0.0;60pos;24;5;0.9393;0.8751;-0.0642
STB;1.0;0.0;60pos;36;5;0.9617;0.8884;-0.0733
STB;1.0;0.0;60pos;48;5;0.9727;0.8901;-0.0826
STB;1.0;0.0;60pos;72;5;0.9883;0.9460;-0.0423
STB;1.0;0.0;60pos;96;5;1.0000;1.0000;+0.0000
STB;1.0;0.1;1;10;5;0.7464;0.6754;-0.0710
STB;1.0;0.1;1;20;5;0.9130;0.8332;-0.0798
STB;1.0;0.1;1;30;5;0.9404;0.9803;+0.0399
STB;1.0;0.1;1;40;5;0.9823;0.9557;-0.0266
STB;1.0;0.1;1;60;5;0.9567;0.8711;-0.0856
STB;1.0;0.1;1;80;5;0.9477;0.8887;-0.0589
STB;1.0;0.1;40pos;16;5;0.8917;0.8352;-0.0564
STB;1.0;0.1;40pos;24;5;0.9577;0.9483;-0.0094
STB;1.0;0.1;40pos;32;5;0.9825;0.9272;-0.0553
STB;1.0;0.1;40pos;48;5;0.9746;0.9419;-0.0326
STB;1.0;0.1;40pos;64;5;0.9940;0.9484;-0.0456
STB;1.0;0.1;40pos;8;5;0.8972;0.8137;-0.0835
STB;1.0;0.1;60pos;12;5;0.8794;0.8316;-0.0479
STB;1.0;0.1;60pos;24;5;0.9394;0.8682;-0.0712
STB;1.0;0.1;60pos;36;5;0.9234;0.8812;-0.0422
STB;1.0;0.1;60pos;48;5;0.9604;0.8924;-0.0680
STB;1.0;0.1;60pos;72;5;0.9629;0.9330;-0.0299
STB;1.0;0.1;60pos;96;5;0.9341;0.9198;-0.0142
STB;1.0;0.2;1;10;5;0.7811;0.6749;-0.1061
STB;1.0;0.2;1;20;5;0.8441;0.7540;-0.0901
STB;1.0;0.2;1;30;5;0.9168;0.8470;-0.0698
STB;1.0;0.2;1;40;5;0.8810;0.8210;-0.0600
STB;1.0;0.2;1;60;5;0.9299;0.8547;-0.0751
STB;1.0;0.2;1;80;5;0.9205;0.8296;-0.0910
STB;1.0;0.2;40pos;16;5;0.8037;0.7138;-0.0899
STB;1.0;0.2;40pos;24;5;0.9338;0.8325;-0.1012
STB;1.0;0.2;40pos;32;5;0.9572;0.8613;-0.0960
STB;1.0;0.2;40pos;48;5;0.9420;0.7969;-0.1452
STB;1.0;0.2;40pos;64;5;0.9534;0.8969;-0.0565
STB;1.0;0.2;40pos;8;5;0.6804;0.5755;-0.1049
STB;1.0;0.2;60pos;12;5;0.8900;0.8248;-0.0652
STB;1.0;0.2;60pos;24;5;0.9299;0.8549;-0.0750
STB;1.0;0.2;60pos;36;5;0.9375;0.8427;-0.0949
STB;1.0;0.2;60pos;48;5;0.8766;0.8222;-0.0544
STB;1.0;0.2;60pos;72;5;0.9725;0.9379;-0.0346
STB;1.0;0.2;60pos;96;5;0.9069;0.7700;-0.1369
